#string_protein_id	preferred_name	protein_size	annotation
1280.SAXN108_1003	nadK	269	Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP
1280.SAXN108_1004	AID39445.1	284	annotation not available
1280.SAXN108_1005	AID39446.1	461	Acts as a magnesium transporter. 
1280.SAXN108_1006	AID39447.1	614	Belongs to the monovalent cation:proton antiporter 2 (CPA2) transporter (TC 2.A.37) family
1280.SAXN108_1007	fabI	256	Catalyzes the reduction of a carbon-carbon double bond in an enoyl moiety that is covalently linked to an acyl carrier protein (ACP). It has a preference for a long chain (C12) substrate compared to the shorter (C4) acyl group. Involved in the elongation cycle of fatty acid which are used in the lipid metabolism (By similarity). 
1280.SAXN108_1008	AID39449.1	361	annotation not available
1280.SAXN108_1009	AID39450.1	522	annotation not available
1280.SAXN108_1010	AID39451.1	252	annotation not available
1280.SAXN108_1011	AID39452.1	169	Belongs to the 2H phosphoesterase superfamily. YjcG family. 
1280.SAXN108_1012	ltaA	286	Probable permease that is required for glycolipid anchoring of LTA. May facilitate the transport of diglucosyl-diacylglycerol (Glc2-DAG) from the inner to the outer leaflet of the cytoplasmic membrane, delivering Glc2-DAG as a substrate for LTA synthesis, thereby generating glycolipid-anchored LTA. Appears to play an important role in virulence
1280.SAXN108_1013	AID39454.1	71	annotation not available
1280.SAXN108_1014	ugtP	391	Processive glucosyltransferase involved in the biosynthesis of both the bilayer- and non-bilayer-forming membrane glucolipids. Is able to successively transfer two glucosyl residues to diacylglycerol (DAG), thereby catalyzing the formation of beta-monoglucosyl-DAG (3-O- (beta-D-glucopyranosyl)-1,2-diacyl-sn-glycerol) and beta-diglucosyl-DAG (3-O-(beta-D-glucopyranosyl-beta-(1->6)-D-glucopyranosyl)-1,2-diacyl- sn-glycerol). Beta-diglucosyl-DAG is the predominant glycolipid found in Bacillales and is also used as a membrane anchor for lipoteichoic acid (LTA). UgtP can only use UDP-glucos [...] 
1280.SAXN108_1015	murE	493	Catalyzes the addition of L-lysine to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan. Cannot use diaminopimelate as substrate. Seems to have a role in beta-lactam antibiotic resistance
1280.SAXN108_1016	AID39457.1	83	annotation not available
1280.SAXN108_1017	prfC	520	Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF-1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP. 
1280.SAXN108_1018	AID39459.1	267	annotation not available
1280.SAXN108_1019	AID39460.1	769	annotation not available
1280.SAXN108_1020	AID39461.1	452	annotation not available
1280.SAXN108_1021	AID39462.1	503	Belongs to the 5'-nucleotidase family. 
1280.SAXN108_1022	AID39463.1	189	annotation not available
1280.SAXN108_1023	AID39464.1	72	annotation not available
1280.SAXN108_1024	AID39465.1	192	annotation not available
1280.SAXN108_1025	AID39466.1	58	annotation not available
1280.SAXN108_1026	AID39467.1	200	annotation not available
1280.SAXN108_1027	AID39468.1	654	annotation not available
1280.SAXN108_1028	AID39469.1	106	annotation not available
1280.SAXN108_1029	AID39470.1	213	annotation not available
1280.SAXN108_1030	AID39471.1	81	annotation not available
1280.SAXN108_1031	AID39472.1	95	annotation not available
1280.SAXN108_1032	AID39473.1	493	annotation not available
1280.SAXN108_1033	AID39474.1	119	annotation not available
1280.SAXN108_1034	AID39475.1	319	annotation not available
1280.SAXN108_1035	AID39476.1	38	annotation not available
1280.SAXN108_1036	AID39477.1	71	annotation not available
1280.SAXN108_1037	AID39478.1	183	annotation not available
1280.SAXN108_1038	menA	312	Conversion of 1,4-dihydroxy-2-naphthoate (DHNA) to demethylmenaquinone (DMK)
1280.SAXN108_1039	AID39480.1	453	annotation not available
1280.SAXN108_1040	menD	557	Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2- succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate (SEPHCHC). 
1280.SAXN108_1041	menH	112	Catalyzes a proton abstraction reaction that results in 2,5- elimination of pyruvate from 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC) and the formation of 2-succinyl-6- hydroxy-2,4-cyclohexadiene-1-carboxylate (SHCHC)
1280.SAXN108_1042	AID39483.1	86	annotation not available
1280.SAXN108_1043	menB	273	Converts o-succinylbenzoyl-CoA (OSB-CoA) to 1,4-dihydroxy-2- naphthoyl-CoA (DHNA-CoA)
1280.SAXN108_1044	sspC	109	Specifically inhibits the cysteine protease staphopain B (SspB) by blocking the active site of the enzyme. Probably required to protect cytoplasmic proteins from being degraded by prematurely activated/folded prostaphopain B. Also involved in growth capacity, viability and bacterial morphology
1280.SAXN108_1045	sspB	393	Cysteine protease that plays an important role in the inhibition of host innate immune response. Degrades host elastin, fibrogen, fibronectin and kininogen. Blocks phagocytosis of opsonised S. aureus by neutrophils and monocytes by inducing their death in a proteolytic activity-dependent manner. Decreases surface expression of the 'don't eat me' signal CD31 on neutrophils. Cleaves host galectin- 3/LGALS3, thereby inhibiting the neutrophil-activating ability of the lectin
1280.SAXN108_1046	sspA	336	Preferentially cleaves peptide bonds on the carboxyl-terminal side of aspartate and glutamate. Along with other extracellular proteases it is involved in colonization and infection of human tissues. Required for proteolytic maturation of thiol protease SspB and inactivation of SspC, an inhibitor of SspB. It is the most important protease for degradation of fibronectin-binding protein (FnBP) and surface protein A, which are involved in adherence to host cells. May also protect bacteria against host defense mechanism by cleaving the immunoglobulin classes IgG, IgA and IgM. May be involve [...] 
1280.SAXN108_1047	AID39488.1	384	annotation not available
1280.SAXN108_1048	AID39489.1	336	annotation not available
1280.SAXN108_1049	AID39490.1	139	annotation not available
1280.SAXN108_1050	atl	1256	Endohydrolysis of the di-N-acetylchitobiosyl unit in high- mannose glycopeptides and glycoproteins containing the -[(Man)5(GlcNAc)2]-Asn structure. One N-acetyl-D-glucosamine residue remains attached to the protein; the rest of the oligosaccharide is released intact. Cleaves the peptidoglycan connecting the daughter cells at the end of the cell division cycle, resulting in the separation of the two newly divided cells. Acts as an autolysin in penicillin-induced lysis (By similarity)
1280.SAXN108_1051	AID39492.1	116	Could catalyze the transfer of an acetyl group from acetyl coenzyme A (AcCoA) to an acceptor substrate and release both CoA and the acetylated product
1280.SAXN108_1052	AID39493.1	156	annotation not available
1280.SAXN108_1053	AID39494.1	405	Belongs to the LytR/CpsA/Psr (LCP) family
1280.SAXN108_1054	fmtA	397	Catalyzes the liberation of D-alanyl moieties present on wall teichoic acid (WTA) and lipoteichoic acid (LTA) (By similarity). Affects the methicillin resistance level and autolysis in the presence of Triton X-100 as well as the cell wall structure (PubMed:9371333, PubMed:10471551)
1280.SAXN108_1055	qoxD	92	Catalyzes quinol oxidation with the concomitant reduction of oxygen to water
1280.SAXN108_1056	qoxC	201	Catalyzes quinol oxidation with the concomitant reduction of oxygen to water
1280.SAXN108_1057	qoxB	662	Catalyzes quinol oxidation with the concomitant reduction of oxygen to water
1280.SAXN108_1058	qoxA	366	Catalyzes quinol oxidation with the concomitant reduction of oxygen to water. Subunit II transfers the electrons from a quinol to the binuclear center of the catalytic subunit I (By similarity). 
1280.SAXN108_1059	AID39500.1	105	annotation not available
1280.SAXN108_1060	folD	286	Catalyzes the oxidation of 5,10-methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10- methenyltetrahydrofolate to 10-formyltetrahydrofolate. 
1280.SAXN108_1061	purE	139	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)
1280.SAXN108_1062	purK	374	Catalyzes the ATP-dependent conversion of 5-aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5-carboxyaminoimidazole ribonucleotide (N5-CAIR)
1280.SAXN108_1063	purC	234	Belongs to the SAICAR synthetase family. 
1280.SAXN108_1064	purS	87	Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP- dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from Pu [...] 
1280.SAXN108_1065	purQ	223	Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP- dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from Pu [...] 
1280.SAXN108_1066	purL	729	Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP- dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from Pu [...] 
1280.SAXN108_1067	purF	494	Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine
1280.SAXN108_1068	purM	342	annotation not available
1280.SAXN108_1069	purN	188	Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate
1280.SAXN108_1070	purH	492	annotation not available
1280.SAXN108_1071	purD	415	Belongs to the GARS family
1280.SAXN108_1072	AID39513.1	268	annotation not available
1280.SAXN108_1073	AID39514.1	466	annotation not available
1280.SAXN108_1074	AID39515.1	191	annotation not available
1280.SAXN108_1075	AID39516.1	44	annotation not available
1280.SAXN108_1076	AID39517.1	431	annotation not available
1280.SAXN108_1077	AID39518.1	390	annotation not available
1280.SAXN108_1078	AID39519.1	180	annotation not available
1280.SAXN108_1079	AID39520.1	88	annotation not available
1280.SAXN108_1080	SAXN108_1080	572	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)
1280.SAXN108_1081	AID39522.1	77	annotation not available
1280.SAXN108_1082	AID39523.1	453	annotation not available
1280.SAXN108_1083	AID39524.1	339	annotation not available
1280.SAXN108_1084	AID39525.1	220	annotation not available
1280.SAXN108_1085	rnj1	565	An RNase that has 5'-3' exonuclease and endonuclease activity, with the exonuclease activity probably being most important in vivo. Involved in maturation of 16S rRNA, rnpB (the RNA component of RNase P) maturation and degradation, and mRNA maturation and/or decay. This subunit has the exonuclease activity. 
1280.SAXN108_1086	AID39527.1	72	Belongs to the UPF0356 family
1280.SAXN108_1087	def	183	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions. 
1280.SAXN108_1088	AID39529.1	208	annotation not available
1280.SAXN108_1089	AID39530.1	164	annotation not available
1280.SAXN108_1090	pdhA	213	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2). It contains multiple copies of three enzymatic components: pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (E2) and lipoamide dehydrogenase (E3)
1280.SAXN108_1091	SAXN108_1091	325	annotation not available
1280.SAXN108_1092	SAXN108_1092	430	annotation not available
1280.SAXN108_1093	SAXN108_1093	468	annotation not available
1280.SAXN108_1094	AID39535.1	91	Belongs to the UPF0223 family
1280.SAXN108_1095	AID39536.1	179	annotation not available
